rid,label,conference_name
2509,r67,in proceedings of the 12th acm symposium on operating system principles
2510,r67,12th acm symposium on operating systems principles
2511,r67,12 th acm symposium on operating systems principles
2512,r67,proceedings of the 12th symposium on operating system principles
2513,r67,in proceedings of the 12th acm symposium on operating systems principles
2514,r67,in proc 12th symposium on operating systems principles
2515,r67,proceedings of the 12th acm symposium on operating systems principles
2516,r67,proc 12th sosp
2517,r67,proc 12th sosp
2518,r67,in sosp 12
2519,r67,proc 12th sosp
2520,r67,in 12th acm symposium on operating system principles sosp
2521,r67,in proceedingsof the 12th symposium on operating systems principles
2522,r67,also appeared in proceedings of the 12th acm symposium on operating systems principles
2523,r67,in proceedings of the 12th acm symposium on operating system principles
2524,r67,proceedings 12th acm symposium on operating principles
2525,r67,in acm transactions on computer systems
2526,r67,in 12th acm symposium on operating system principles sosp
2527,r67,in acm transactions on computer systems
2528,r68,in 29th acm sigplan sigact popl
2529,r68,in principles of programming languages popl
2530,r68,in conf rec popl
2531,r68,in popl
2532,r68,in proceedings of popl
2533,r68,in proc 29th acm symp princ of prog lang
2534,r68,in popl
2535,r68,in 29th acm sigplan sigact popl
2536,r68,in principles of programming languages popl
2537,r68,in 29th acm sigplan sigact popl
2538,r68,in 29th acm sigplan sigact popl
2539,r68,in principles of programming languages popl
2540,r68,proc of the 29 th acm symposium on principles of programming languages
2541,r68,in 29th acm sigplan sigact popl
2542,r68,in proceedings of the 29th acm sigplan sigact symposium on principles of programming languages
2543,r68,in 29th acm symposium on principles of programming languages popl
2544,r68,in proc 29th acm symp princ of prog lang
2545,r68,in proceedings of the 29th acm sigplan sigact symposium on principles of programming languages
2546,r68,in proc 29th acm symp princ of prog lang
2547,r68,in popl
2548,r68,in proceedings 29th acm symposium on principles of programming languages
2549,r68,in proc popl
2550,r68,in principles of programming languages popl
2551,r68,in principles of programming languages popl
2552,r68,in popl
2553,r68,in proc 29th acm symp princ of prog lang
2554,r68,in proc 29th acm symp princ of prog lang
2555,r68,in 29th acm sigplan sigact popl
2556,r68,in popl
2557,r68,in proceedings of popl 02 sigplan sigact symposium on principles of programming languages
2558,r68,in 29th acm sigplan sigact popl
2559,r68,in principles of programming languages popl
2560,r68,in proceedings of the 29th acm sigplan sigact symposium on principles of programming languages
2561,r68,proceedings of the 29th acm sigplan sigact symposium on principles of programming languages acm
2562,r68,in proceedings 29th acm symposium on principles of programming languages
2563,r68,in popl
2564,r68,in proceedings of acm sigplan sigact symposium on principles of programming languages
2565,r68,in proceedings of popl 02 acm symposium on principles of programming languages
2566,r68,in proceedings of popl 02 sigplan sigact symposium on principles of programming languages
2567,r68,in 29th acm sigplan sigact popl
2568,r68,in symposium on principles of programming languages
2569,r68,in proceedings of popl
2570,r68,in proceedings of popl
2571,r68,in 29th acm sigplan sigact popl
2572,r68,in proc symp principles of programming languages
2573,r68,in 29th acm symposium on principles of programming languages
2574,r68,in proceedings of acm sigplan sigact symposium on principles of programming languages
2575,r68,proceedings of the 29th acm sigplansigact symposium on principles of programming languages acm
2576,r68,in proceedings of the 29th acm sigplan sigact symposium on principles of programming languages
2577,r68,in conf rec popl
2578,r68,in 29th acm sigplan sigact popl
2579,r68,in proceedings of popl 02 sigplan sigact symposium on principles of programming languages
2580,r68,in proceedings of the 29th acm sigplan sigact symposium on principles of programming languages
2581,r68,in popl
2582,r68,in 29th acm sigplan sigact popl
2583,r68,in 29th acm symposium on principles of programming languages popl 02
2584,r68,proceedings of the 29th acm sigplansigact symposium on principles of programming languages acm
2585,r68,in proc symp principles of programming languages
2586,r68,in proceedings of popl 02 acm symposium on principles of programming languages
2587,r69,in proceedings of the acm sigmetrics conference on measurement and modeling of computer systems
2588,r69,in proceedings of the acm sigmetrics
2589,r69,in proceedings of the 1995 acm sigmetrics performance
2590,r69,in proceedings of the acm sigmetrics performance
2591,r69,in proceedings of the acm sigmetrics performance
2592,r69,in proceedings of the acm sigmetrics
2593,r69,in proceedings of the 1995 acm sigmetrics performance
2594,r69,sigmetrics 05 ottawa ontarion
2595,r69,in proceedings of the acm sigmetrics
2596,r69,in proceedings of the acm sigmetrics
2597,r69,in proceedings of the acm sigmetrics
2598,r69,in proceedings of the acm sigmetrics
2599,r69,in to appear in proceedings of the acm sigmetrics
2600,r69,in proceedings of the
2601,r69,acm sigmetrics conference on measurement and modeling of computer systems
2602,r69,in proceedings of the acm sigmetrics performance
2603,r69,to appear in proceedings of the acm sigmetrics
2604,r69,in proceedings of the acm sigmetrics
2605,r70,in proceedings of the 10th annual acm siam symposium on discrete algorithms
2606,r70,in proceedings of the 10th annual acm siam symposium on discrete algorithms soda
2607,r70,in 10th acm siam annual symposium on discrete algorithm soda
2608,r70,in proc soda
2609,r70,in 10th acm siam annual symposium on discrete algorithm soda
2610,r70,in proceedings of the 10th annual acm siam symposium on discrete algorithms
2611,r70,in proceedings of the 10th annual acm siam symposium on discrete algorithms soda
2612,r70,in proceedings of the 10th annual acm siam symposium on discrete algorithms
2613,r70,in proceedings of the tenth annual acm siam symposium on discrete algorithms soda
2614,r70,in 10th acm siam annual symposium on discrete algorithm soda
2615,r70,in proceedings of the 10th annual acm siam symposium on discrete algorithms
2616,r70,in proceedings of the 10th annual acm siam symposium on discrete algorithms soda
2617,r71,in conf functional programming languages and computer architecture 91
2618,r71,oe e = oe en g s g e i p e1 en foee = oe p oe p 1 = oe e
2619,r71,v e1 e2 foee = oe e 2 oe v = oe e
2620,r71,e1 fhoev oe e 1 i oe eg g e
2621,r71,i oe
2622,r71,oe
2623,r71,i oe
2624,r71,c c j hoe 1 oe 2i oe
2625,r71,in functional programming languages and computer architecture
2626,r71,in proceedings of the conference on functional programming languages and computer architectures lncs
2627,r71,in functional programming computer architecture
2628,r71,functional programming languages and computer architecture
2629,r71,in functional programming computer architecture
2630,r71,in proc functional programming languages and computer architecture 1991
2631,r71,functional programming languages and computer architecture lncs 523
2632,r71,in fpca
2633,r71,record of the
2634,r71,fpca
2635,r71,in functional programming languages and computer architecture
2636,r71,lncs
2637,r71,proceedings of the fifth acm conferenceonfunctional programming and computer architecture
2638,r71,figure 9 schemeinterpreter for tiny abstract syntax and semantic algebras a simply typed term is mapped intoatwo level term by a binding timeanalysis theintention is to formalize the followingidea statically reducingatwo level term
2639,r71,functional programming languages and computer architecture
2640,r71,in functional programming computer architecture
2641,r71,in functional programming computer architecture
2642,r71,in functional programming languages and computer architectures proceedings lncs
2643,r71,in functional programming languages and computer architecture
2644,r71,in functional programming languages and computer architecture
2645,r71,lncs
